Title,Date,Tag,label
"""الاتصالات السعودية "" تقرر توزيع 1.99 مليار ريال عن الربع الثاني من عام 2023",30 يوليو 04:45 م,مفكرة الاحداث,1
"""كيان"" تتكبد 392 مليون ريال خسائر في الربع الثاني من 2023",30 يوليو 04:43 م,نتائج أعمال الشركات,2
"""كيمانول"" تتحول للخسارة بالربع الثاني 2023 لانخفاض أسعار البيع",30 يوليو 04:41 م,نتائج أعمال الشركات,1
"""الأول"" يقرر توزيع 1.8 مليار ريال على المساهمين عن النصف الأول 2023",30 يوليو 04:24 م,مفكرة الاحداث,0
"الإيرادات تصعد بأرباح ""إس تي سي"" إلى 3.01 مليار ريال بالربع الثاني 2023",30 يوليو 04:11 م,نتائج أعمال الشركات,1
"سهم"" لوبريف"" يتصدر السيولة بعد نتائج الأرباح والموافقة على سياسة التوزيعات",30 يوليو 02:03 م,حركة التداولات,1
"""المتحدة للتأمين"" تعلن نيتها المؤكدة لتقديم عرض مبادلة لشراء كامل أسهم ""عناية""",30 يوليو 11:58 ص,اندماجات واستحواذات,1
"""أكاديمية التعلم"" تقرر توزيع 0.15 ريال للسهم عن النصف الأول لعام 2023",30 يوليو 11:32 ص,توزيعات نقدية,1
"""الدرع العربي"" تؤكد نيتها تقديم عرض مبادلة لشراء كامل أسهم ""الإنماء طوكيو مارين""",30 يوليو 11:13 ص,اجراءات الشركات,1
"أرباح ""التصنيع"" تهبط 89.4% في الربع الثاني 2023 لانخفاض أسعار بيع المنتجات",30 يوليو 10:41 ص,نتائج أعمال الشركات,2
"تابعة لـ""معادن"" توقع صفقة للاستحواذ على 10% من ""فالي للمعادن الأساسية""",30 يوليو 10:26 ص,اندماجات واستحواذات,1
"""أماك"" تعلن تطورات مشروع توسعة منجم المصانع وموعد تشغيل مصنع المعالجة",30 يوليو 09:54 ص,استثمارات الشركات,2
"""تام التنموية"" تعلن ترسية مشروع مع وزارة الثقافة بـ20.7 مليون ريال",30 يوليو 09:40 ص,أخبار الشركة,2
"""لوبريف"" تقرر توزيع 5 ريالات للسهم عن النصف الأول لعام 2023",30 يوليو 09:38 ص,توزيعات نقدية,2
"تحسن أسعار النقل يقفز بأرباح ""البحري"" 287% في الربع الثاني 2023",30 يوليو 09:29 ص,نتائج أعمال الشركات,2
"""لوبريف"" تربح 454.85 مليون ريال بالربع الثاني 2023 لانخفاض مصاريف الزكاة",30 يوليو 09:25 ص,نتائج أعمال الشركات,2
"خسائر ""أميانتيت"" الفصلية ترتفع 149.7%.. و""المتراكمة"" 42.78 مليون ريال",30 يوليو 09:13 ص,نتائج أعمال الشركات,1
"أرباح ""نادك"" تقفز 137% في الربع الثاني لعام 2023 بدعم الإيرادات",30 يوليو 08:55 ص,نتائج أعمال الشركات,1
"أرباح ""موبايلي"" ترتفع إلى 497 مليون ريال بالربع الثاني 2023 لارتفاع الإيرادات",30 يوليو 08:54 ص,نتائج أعمال الشركات,2
"أرباح ""سلوشنز"" ترتفع إلى 340 مليون ريال بالربع الثاني من عام 2023",30 يوليو 08:34 ص,نتائج أعمال الشركات,1
"""بنك الاستثمار"" يقرر توزيع 400 مليون ريال عن النصف الأول للعام 2023",30 يوليو 08:29 ص,توزيعات نقدية,1
"""المركز الكويتي"": بيع عقار استثماري في السعودية بأكثر من 42 مليون دولار",30 يوليو 08:29 ص,استثمارات الشركات,2
"2 أغسطس.. مجلس إدارة ""أمريكانا"" يناقش نتائج الشركة للربع الثاني من عام 2023",30 يوليو 08:24 ص,مفكرة الاحداث,1
"الإيرادات تقفز بأرباح ""أكاديمية التعلم"" 74% بالنصف الأول للعام 2023",30 يوليو 08:19 ص,نتائج أعمال الشركات,0
البنوك السعودية تربح 17.27 مليار ريال بالربع الثاني.. وزيادة 15.8% بالنصف الأول,27 يوليو 05:47 م,نتائج أعمال الشركات,2
"""التعمير"" تقرر توزيع 0.25 ريال للسهم عن النصف الأول2023",27 يوليو 05:23 م,توزيعات نقدية,2
"""الشرقية للتنمية"" توصي بتجزئة القيمة الاسمية إلى 0.10 ريال للسهم",27 يوليو 04:47 م,اجراءات الشركات,1
"أرباح ""بدجت السعودية"" ترتفع إلى 70.3 مليون ريال بالربع الثاني 2023",27 يوليو 04:39 م,نتائج أعمال الشركات,1
"""سلوشنز"" تمنح شركة ""جيزة"" التابعة لها تمويلا بـ233 مليون ريال",27 يوليو 04:31 م,أخبار الشركة,2
"أرباح ""التعمير"" تتراجع 24.62% بالربع الثاني 2023",27 يوليو 04:16 م,نتائج أعمال الشركات,1
"دخل العمليات يصعد بأرباح ""الأول"" إلى 1.55 مليار ريال في الربع الثاني 2023",27 يوليو 04:03 م,نتائج أعمال الشركات,2
"سهم ""ساسكو"" يسجل أعلى خسائر منذ العام 2020 مع إعلان نتائج الربع الثاني",27 يوليو 02:30 م,حركة التداولات,1
"""زجاج"" تعين وليد أفيوني مديراً عاماً اعتباراً من 26 يوليو",27 يوليو 12:47 م,تعديلات مجالس الادارات,1
محدث.. 13 صفقة خاصة على 3 أسهم بقيمة إجمالية 561.16 مليون ريال,27 يوليو 12:24 م,حركة التداولات,1
"أرباح ""إدارات"" ترتفع بنسبة 32% بالنصف الأول للعام 2023",27 يوليو 11:56 ص,نتائج أعمال الشركات,2
"مساهم رئيسي ينقل 1.3% من أسهم ""ألف ميم ياء"" إلى شركائه الحاليين",27 يوليو 11:49 ص,أخبار الشركة,2
"""الإعادة السعودية"" تتلقى إفادة بتوافق أعمالها مع الضوابط الشرعية",27 يوليو 11:42 ص,أخبار الشركة,1
"مجلس إدارة ""زجاج"" يوصي بتوزيع 0.5 ريال للسهم عن النصف الأول 2023",27 يوليو 11:17 ص,توزيعات نقدية,1
"أرباح ""بنك الجزيرة"" ترتفع إلى 260 مليون ريال بالربع الثاني 2023",27 يوليو 10:17 ص,نتائج أعمال الشركات,2
"""أبو معطي"" توصي بتوزيع ريال للسهم.. بعد إعلان توزيعات إضافية",27 يوليو 09:47 ص,توزيعات نقدية,0
"الأرباح الفصلية لـ""زجاج"" تهبط 99% لانخفاض أرباح شركات زميلة",27 يوليو 09:37 ص,نتائج أعمال الشركات,0
"أرباح ""ساسكو"" تتراجع 56.3% بالربع الثاني 2023 لانخفاض الإيرادات الأخرى",27 يوليو 09:16 ص,نتائج أعمال الشركات,1
"""الإنماء"" يقرر توزيع 596.16 مليون ريال على المساهمين عن الربع الثاني 2023",27 يوليو 08:59 ص,توزيعات نقدية,1
"مساهمو ""تكوين"" يقرون تخفيض رأس المال 51% لإطفاء الخسائر المتراكمة",27 يوليو 08:46 ص,اجراءات الشركات,1
"أرباح ""السعودي للاستثمار"" ترتفع إلى 443.8 مليون ريال بالربع الثاني من عام 2023",27 يوليو 08:32 ص,بنوك ومالية,1
"مجلس إدارة ""أبو معطي"" يوصي بتجزئة القيمة الاسمية إلى ريال واحد للسهم",27 يوليو 08:22 ص,أخبار الشركة,2
"هيئة السوق توافق على زيادة رأسمال ""اتحاد الخليج الأهلية"" لدمج ""الصقر للتأمين""",26 يوليو 04:50 م,اجراءات الشركات,2
"17 أغسطس.. مساهمو ""السعودي الألماني الصحية"" يصوتون على إصدار الشركة للصكوك",26 يوليو 04:16 م,صكوك وتمويل اسلامي,2
"سهم""مجموعة الحكير"" يتصدر الارتفاعات ويشهد أعلى مكاسب في 6 أشهر",26 يوليو 02:59 م,حركة التداولات,1
"رئيس ""مصرف الإنماء"": تغطية التمويل غير العامل بلغت 130% بالنصف الأول 2023",26 يوليو 11:20 ص,بنوك ومالية,2
"شركة أبحاث تتوقع ارتفاع إيرادات ""سبكيم"" نتيجة تحسن كفاءة الإنتاج",26 يوليو 11:00 ص,تقييمات وتوصيات الأسهم,1
"توضيح بشأن هيكل ملكية ""فاس للتمويل"" بعد موافقة ""ساما""",26 يوليو 09:13 ص,أخبار الشركة,0
فوري تعلن بدء مباحثات دخول السوق السعودية ودراسة إنشاء بنك رقمي بمصر,26 يوليو 09:13 ص,أخبار الشركة,2
"""الأهلي السعودي"" يقرر توزيع 5.1 مليار ريال على المساهمين عن النصف الأول 2023",26 يوليو 08:52 ص,توزيعات نقدية,2
"اليوم.. إدراج وبدء تداول أسهم ""الخدمات الطبية"" بالسوق الموازية",26 يوليو 08:43 ص,حركة التداولات,1
"أرباح ""سدافكو"" تقفز 91% بالربع الأول المنتهي في يونيو 2023",26 يوليو 08:38 ص,نتائج أعمال الشركات,1
"""السعودي الفرنسي"" يقرر توزيع 1.14 مليار ريال عن النصف الأول لعام 2023",26 يوليو 08:27 ص,توزيعات نقدية,1
"إطلاق خدمات شركة ""بحر العرب المالية"" وتنفيذ أول عملية مدفوعات رقمية على منصتها",25 يوليو 06:37 م,استثمارات الشركات,2
"17 أغسطس.. مساهمو ""البابطين"" يناقشون زيادة رأس المال 50% بمنح أسهم مجانية",25 يوليو 06:14 م,جمعيات عمومية,1
"""المعمر"" توقع اتفاقية تمويل بنكي مع ""السعودي الفرنسي"" بقيمة 1.45 مليار ريال",25 يوليو 05:48 م,بنوك ومالية,1
"أرباح ""السعودي الفرنسي"" ترتفع إلى 1.07 مليار ريال بالربع الثاني من عام 2023",25 يوليو 04:25 م,نتائج أعمال الشركات,1
"سهم ""الإنماء"" يسجل أعلى مكاسب منذ العام 2020 مع إعلان نتائج الربع الثاني",25 يوليو 02:05 م,حركة التداولات,0
"محدث.. 5 صفقات خاصة على ""الأهلي"" و""كابلات الرياض"" بقيمة 44.6 مليون ريال",25 يوليو 11:43 ص,حركة التداولات,2
"""نادك"":توقيع اتفاقية لإنشاء مصنع تدوير ومعالجة المخلفات الحيوانية لإنتاج الأسمدة",25 يوليو 10:28 ص,أخبار الشركة,0
"""بوان"" توقع مذكرة ملزمة لبيع كامل حصتها في شركة ""بناء للاستثمارات الصناعية""",25 يوليو 10:15 ص,استثمارات الشركات,2
"أرباح ""سبكيم"" تهبط 75% في الربع الثاني لانخفاض الأسعار وكمية المبيعات",25 يوليو 09:59 ص,نتائج أعمال الشركات,0
"اختيار تحالف ""الخريّف"" مطوراً لمشروع تشييد خطوط أنابيب نقل المياه الرايس- رابغ",25 يوليو 09:51 ص,الأخبار العامة,1
"أرباح ""مصرف الإنماء"" تقفز إلى 1.23 مليار ريال بالربع الثاني من 2023",25 يوليو 09:33 ص,نتائج أعمال الشركات,0
"أرباح ""زهرة الواحة"" تقفز 95.6% بالربع الثاني 2023 لانخفاض التكلفة",25 يوليو 08:48 ص,نتائج أعمال الشركات,1
